SECURITY_ID,PRICE_DATE,CLOSE_PRICE_LOCAL,CURRENCY
10001,2025-03-26,43.1988,CAD
10001,2025-03-27,43.8066,CAD
10001,2025-03-28,44.4618,CAD
10001,2025-03-31,43.3683,CAD
10001,2025-04-01,44.1739,CAD
10001,2025-04-02,46.2853,CAD
10001,2025-04-03,46.4454,CAD
10001,2025-04-04,48.2999,CAD
10001,2025-04-07,48.5854,CAD
10001,2025-04-08,48.8564,CAD
10001,2025-04-09,50.0293,CAD
10001,2025-04-10,50.1846,CAD
10001,2025-04-11,50.4239,CAD
10001,2025-04-14,50.1098,CAD
10001,2025-04-15,50.7373,CAD
10001,2025-04-16,48.7032,CAD
10001,2025-04-17,49.4537,CAD
10001,2025-04-18,51.1842,CAD
10001,2025-04-21,52.4017,CAD
10001,2025-04-22,52.9859,CAD
10001,2025-04-23,53.8445,CAD
10001,2025-04-24,54.2513,CAD
10001,2025-04-25,52.9404,CAD
10001,2025-04-28,52.0748,CAD
10001,2025-04-29,52.4819,CAD
10001,2025-04-30,52.4806,CAD
10001,2025-05-01,51.0092,CAD
10001,2025-05-02,50.9701,CAD
10001,2025-05-05,49.62,CAD
10001,2025-05-06,50.5783,CAD
10001,2025-05-07,50.5678,CAD
10001,2025-05-08,49.5753,CAD
10001,2025-05-09,49.5594,CAD
10001,2025-05-12,49.7586,CAD
10001,2025-05-13,48.3319,CAD
10001,2025-05-14,48.9372,CAD
10001,2025-05-15,48.451,CAD
10001,2025-05-16,48.0163,CAD
10001,2025-05-19,47.5975,CAD
10001,2025-05-20,47.714,CAD
10001,2025-05-21,47.6203,CAD
10001,2025-05-22,47.8704,CAD
10001,2025-05-23,47.2526,CAD
10001,2025-05-26,47.6364,CAD
10001,2025-05-27,47.2725,CAD
10001,2025-05-28,46.9734,CAD
10001,2025-05-29,46.3203,CAD
10001,2025-05-30,45.9221,CAD
10001,2025-06-02,44.9162,CAD
10001,2025-06-03,44.9668,CAD
10001,2025-06-04,44.7996,CAD
10001,2025-06-05,46.3432,CAD
10001,2025-06-06,47.4075,CAD
10001,2025-06-09,47.3691,CAD
10001,2025-06-10,46.7771,CAD
10001,2025-06-11,47.4492,CAD
10001,2025-06-12,47.3232,CAD
10001,2025-06-13,46.9621,CAD
10001,2025-06-16,46.2939,CAD
10001,2025-06-17,48.0877,CAD
10001,2025-06-18,47.5056,CAD
10001,2025-06-19,46.7578,CAD
10001,2025-06-20,46.1459,CAD
10001,2025-06-23,45.3385,CAD
10001,2025-06-24,46.527,CAD
10001,2025-06-25,46.5121,CAD
10001,2025-06-26,47.0211,CAD
10001,2025-06-27,46.0601,CAD
10001,2025-06-30,45.9359,CAD
10001,2025-07-01,44.3056,CAD
10001,2025-07-02,43.9875,CAD
10001,2025-07-03,44.4901,CAD
10001,2025-07-04,44.6142,CAD
10001,2025-07-07,43.581,CAD
10001,2025-07-08,43.3612,CAD
10001,2025-07-09,43.2666,CAD
10001,2025-07-10,41.7515,CAD
10001,2025-07-11,41.3494,CAD
10001,2025-07-14,40.1943,CAD
10001,2025-07-15,38.8823,CAD
10001,2025-07-16,38.7674,CAD
10001,2025-07-17,38.2377,CAD
10001,2025-07-18,38.2106,CAD
10001,2025-07-21,38.3189,CAD
10001,2025-07-22,38.575,CAD
10001,2025-07-23,38.1811,CAD
10001,2025-07-24,37.9082,CAD
10001,2025-07-25,38.3121,CAD
10001,2025-07-28,38.512,CAD
10001,2025-07-29,38.4956,CAD
10001,2025-07-30,40.1766,CAD
10001,2025-07-31,40.9906,CAD
10001,2025-08-01,40.2598,CAD
10001,2025-08-04,40.7985,CAD
10001,2025-08-05,41.1667,CAD
10001,2025-08-06,41.8862,CAD
10001,2025-08-07,41.3364,CAD
10001,2025-08-08,41.4556,CAD
10001,2025-08-11,41.1503,CAD
10001,2025-08-12,39.3673,CAD
10001,2025-08-13,39.9218,CAD
10001,2025-08-14,39.7056,CAD
10001,2025-08-15,39.345,CAD
10001,2025-08-18,39.5151,CAD
10001,2025-08-19,38.488,CAD
10001,2025-08-20,38.5891,CAD
10001,2025-08-21,38.0458,CAD
10001,2025-08-22,37.4283,CAD
10001,2025-08-25,38.7722,CAD
10001,2025-08-26,38.6953,CAD
10001,2025-08-27,39.6359,CAD
10001,2025-08-28,39.6738,CAD
10001,2025-08-29,39.5268,CAD
10001,2025-09-01,38.8346,CAD
10001,2025-09-02,37.7231,CAD
10001,2025-09-03,37.6808,CAD
10001,2025-09-04,36.9251,CAD
10001,2025-09-05,38.1399,CAD
10001,2025-09-08,37.6345,CAD
10001,2025-09-09,38.89,CAD
10001,2025-09-10,39.4193,CAD
10001,2025-09-11,39.9561,CAD
10001,2025-09-12,40.9633,CAD
10001,2025-09-15,40.5042,CAD
10001,2025-09-16,41.2279,CAD
10001,2025-09-17,40.013,CAD
10001,2025-09-18,40.6003,CAD
10001,2025-09-19,39.4983,CAD
10001,2025-09-22,39.0845,CAD
10001,2025-09-23,40.3582,CAD
10001,2025-09-24,39.4059,CAD
10001,2025-09-25,38.979,CAD
10001,2025-09-26,39.7751,CAD
10001,2025-09-29,39.0079,CAD
10001,2025-09-30,39.1424,CAD
10001,2025-10-01,40.0741,CAD
10001,2025-10-02,39.8961,CAD
10001,2025-10-03,38.428,CAD
10001,2025-10-06,39.6297,CAD
10001,2025-10-07,38.8656,CAD
10001,2025-10-08,39.2144,CAD
10001,2025-10-09,40.1329,CAD
10001,2025-10-10,40.4355,CAD
10001,2025-10-13,38.9995,CAD
10001,2025-10-14,39.7623,CAD
10001,2025-10-15,39.4825,CAD
10001,2025-10-16,39.6038,CAD
10001,2025-10-17,39.7737,CAD
10001,2025-10-20,41.2971,CAD
10001,2025-10-21,40.1498,CAD
10001,2025-10-22,39.9163,CAD
10001,2025-10-23,40.0725,CAD
10001,2025-10-24,40.8714,CAD
10001,2025-10-27,40.9448,CAD
10001,2025-10-28,41.6117,CAD
10001,2025-10-29,40.397,CAD
10001,2025-10-30,39.0209,CAD
10001,2025-10-31,39.3016,CAD
10001,2025-11-03,39.5343,CAD
10001,2025-11-04,40.0972,CAD
10001,2025-11-05,39.9485,CAD
10001,2025-11-06,40.284,CAD
10001,2025-11-07,39.9496,CAD
10001,2025-11-10,40.5379,CAD
10001,2025-11-11,40.0338,CAD
10001,2025-11-12,40.532,CAD
10001,2025-11-13,40.7268,CAD
10001,2025-11-14,41.2205,CAD
10001,2025-11-17,40.7201,CAD
10001,2025-11-18,40.0202,CAD
10001,2025-11-19,39.0718,CAD
10001,2025-11-20,39.2686,CAD
10001,2025-11-21,38.4673,CAD
10001,2025-11-24,38.7459,CAD
10001,2025-11-25,37.5036,CAD
10001,2025-11-26,38.0338,CAD
10001,2025-11-27,38.1891,CAD
10001,2025-11-28,36.9054,CAD
10001,2025-12-01,37.2647,CAD
10001,2025-12-02,36.4523,CAD
10001,2025-12-03,36.8283,CAD
10001,2025-12-04,36.0149,CAD
10001,2025-12-05,36.3005,CAD
10001,2025-12-08,36.3065,CAD
10001,2025-12-09,37.0657,CAD
10001,2025-12-10,36.4287,CAD
10001,2025-12-11,36.3664,CAD
10001,2025-12-12,36.3525,CAD
10001,2025-12-15,36.3451,CAD
10001,2025-12-16,37.0488,CAD
10001,2025-12-17,37.3468,CAD
10001,2025-12-18,37.2857,CAD
10001,2025-12-19,38.0836,CAD
10001,2025-12-22,38.4061,CAD
10001,2025-12-23,38.5117,CAD
10001,2025-12-24,37.4366,CAD
10001,2025-12-25,38.1908,CAD
10001,2025-12-26,38.9324,CAD
10001,2025-12-29,38.1057,CAD
10001,2025-12-30,39.033,CAD
10001,2025-12-31,37.894,CAD
10002,2024-12-24,89.2152,USD
10002,2024-12-25,90.0656,USD
10002,2024-12-26,88.4672,USD
10002,2024-12-27,89.3664,USD
10002,2024-12-30,88.597,USD
10002,2024-12-31,90.8817,USD
10002,2025-01-01,90.8509,USD
10002,2025-01-02,91.0201,USD
10002,2025-01-03,90.9791,USD
10002,2025-01-06,88.9384,USD
10002,2025-01-07,89.7324,USD
10002,2025-01-08,89.6657,USD
10002,2025-01-09,88.4602,USD
10002,2025-01-10,88.1672,USD
10002,2025-01-13,87.8893,USD
10002,2025-01-14,89.1029,USD
10002,2025-01-15,90.0144,USD
10002,2025-01-16,91.5699,USD
10002,2025-01-17,94.3802,USD
10002,2025-01-20,93.3492,USD
10002,2025-01-21,95.5237,USD
10002,2025-01-22,95.4328,USD
10002,2025-01-23,96.941,USD
10002,2025-01-24,96.4841,USD
10002,2025-01-27,96.1778,USD
10002,2025-01-28,95.7784,USD
10002,2025-01-29,97.5544,USD
10002,2025-01-30,97.7986,USD
10002,2025-01-31,96.6374,USD
10002,2025-02-03,95.9898,USD
10002,2025-02-04,93.5433,USD
10002,2025-02-05,94.2839,USD
10002,2025-02-06,97.0175,USD
10002,2025-02-07,96.813,USD
10002,2025-02-10,96.1775,USD
10002,2025-02-11,97.3324,USD
10002,2025-02-12,97.9292,USD
10002,2025-02-13,98.2341,USD
10002,2025-02-14,98.2806,USD
10002,2025-02-17,98.0304,USD
10002,2025-02-18,99.1061,USD
10002,2025-02-19,100.1338,USD
10002,2025-02-20,101.4726,USD
10002,2025-02-21,100.0578,USD
10002,2025-02-24,98.7841,USD
10002,2025-02-25,97.9997,USD
10002,2025-02-26,98.01,USD
10002,2025-02-27,98.5324,USD
10002,2025-02-28,98.5535,USD
10002,2025-03-03,98.7972,USD
10002,2025-03-04,98.2505,USD
10002,2025-03-05,97.2995,USD
10002,2025-03-06,97.5894,USD
10002,2025-03-07,99.5196,USD
10002,2025-03-10,98.8939,USD
10002,2025-03-11,99.3163,USD
10002,2025-03-12,101.5146,USD
10002,2025-03-13,102.2238,USD
10002,2025-03-14,102.4593,USD
10002,2025-03-17,101.729,USD
10002,2025-03-18,103.9194,USD
10002,2025-03-19,104.9535,USD
10002,2025-03-20,105.0231,USD
10002,2025-03-21,105.0066,USD
10002,2025-03-24,104.7901,USD
10002,2025-03-25,105.8096,USD
10002,2025-03-26,107.6119,USD
10002,2025-03-27,107.25,USD
10002,2025-03-28,107.2285,USD
10002,2025-03-31,106.5924,USD
10002,2025-04-01,108.2361,USD
10002,2025-04-02,110.3317,USD
10002,2025-04-03,110.7898,USD
10002,2025-04-04,112.9667,USD
10002,2025-04-07,113.7802,USD
10002,2025-04-08,113.9755,USD
10002,2025-04-09,112.3494,USD
10002,2025-04-10,113.9109,USD
10002,2025-04-11,112.8692,USD
10002,2025-04-14,112.6335,USD
10002,2025-04-15,111.445,USD
10002,2025-04-16,113.4566,USD
10002,2025-04-17,112.9134,USD
10002,2025-04-18,112.7434,USD
10002,2025-04-21,115.0014,USD
10002,2025-04-22,115.5157,USD
10002,2025-04-23,115.1509,USD
10002,2025-04-24,114.5884,USD
10002,2025-04-25,113.5359,USD
10002,2025-04-28,112.8589,USD
10002,2025-04-29,110.761,USD
10002,2025-04-30,113.3873,USD
10002,2025-05-01,112.5183,USD
10002,2025-05-02,112.3731,USD
10002,2025-05-05,113.445,USD
10002,2025-05-06,112.9085,USD
10002,2025-05-07,113.2771,USD
10002,2025-05-08,113.3368,USD
10002,2025-05-09,113.6611,USD
10002,2025-05-12,112.5398,USD
10002,2025-05-13,113.8646,USD
10002,2025-05-14,111.9454,USD
10002,2025-05-15,112.4388,USD
10002,2025-05-16,112.7422,USD
10002,2025-05-19,114.4845,USD
10002,2025-05-20,115.5435,USD
10002,2025-05-21,117.5384,USD
10002,2025-05-22,119.849,USD
10002,2025-05-23,118.8017,USD
10002,2025-05-26,118.0971,USD
10002,2025-05-27,120.2244,USD
10002,2025-05-28,121.2268,USD
10002,2025-05-29,124.7189,USD
10002,2025-05-30,123.1482,USD
10002,2025-06-02,122.0724,USD
10002,2025-06-03,123.2479,USD
10002,2025-06-04,122.8333,USD
10002,2025-06-05,123.6988,USD
10002,2025-06-06,124.0677,USD
10002,2025-06-09,123.8688,USD
10002,2025-06-10,124.4904,USD
10002,2025-06-11,125.1373,USD
10002,2025-06-12,125.6627,USD
10002,2025-06-13,124.4735,USD
10002,2025-06-16,124.5712,USD
10002,2025-06-17,124.6374,USD
10002,2025-06-18,125.4547,USD
10002,2025-06-19,126.044,USD
10002,2025-06-20,125.4382,USD
10002,2025-06-23,123.6981,USD
10002,2025-06-24,120.0949,USD
10002,2025-06-25,118.8574,USD
10002,2025-06-26,118.2454,USD
10002,2025-06-27,115.6643,USD
10002,2025-06-30,113.9933,USD
10002,2025-07-01,114.868,USD
10002,2025-07-02,115.938,USD
10002,2025-07-03,116.966,USD
10002,2025-07-04,118.004,USD
10002,2025-07-07,117.6012,USD
10002,2025-07-08,117.9458,USD
10002,2025-07-09,116.2408,USD
10002,2025-07-10,117.5969,USD
10002,2025-07-11,115.1992,USD
10002,2025-07-14,116.5827,USD
10002,2025-07-15,116.1679,USD
10002,2025-07-16,116.4249,USD
10002,2025-07-17,115.9688,USD
10002,2025-07-18,116.689,USD
10002,2025-07-21,115.5998,USD
10002,2025-07-22,117.1221,USD
10002,2025-07-23,118.2176,USD
10002,2025-07-24,118.3555,USD
10002,2025-07-25,116.2601,USD
10002,2025-07-28,117.9226,USD
10002,2025-07-29,117.9975,USD
10002,2025-07-30,115.8329,USD
10002,2025-07-31,118.0569,USD
10002,2025-08-01,118.9023,USD
10002,2025-08-04,118.1169,USD
10002,2025-08-05,116.688,USD
10002,2025-08-06,116.6207,USD
10002,2025-08-07,117.4149,USD
10002,2025-08-08,117.5308,USD
10002,2025-08-11,117.3895,USD
10002,2025-08-12,118.9279,USD
10002,2025-08-13,121.0124,USD
10002,2025-08-14,121.3954,USD
10002,2025-08-15,121.3702,USD
10002,2025-08-18,119.5012,USD
10002,2025-08-19,120.3754,USD
10002,2025-08-20,120.4694,USD
10002,2025-08-21,121.6921,USD
10002,2025-08-22,121.7432,USD
10002,2025-08-25,120.3805,USD
10002,2025-08-26,122.928,USD
10002,2025-08-27,123.6904,USD
10002,2025-08-28,123.0973,USD
10002,2025-08-29,125.0991,USD
10002,2025-09-01,124.1846,USD
10002,2025-09-02,123.5934,USD
10002,2025-09-03,122.3433,USD
10002,2025-09-04,121.4219,USD
10002,2025-09-05,121.6008,USD
10002,2025-09-08,121.0053,USD
10002,2025-09-09,121.3587,USD
10002,2025-09-10,122.561,USD
10002,2025-09-11,125.6958,USD
10002,2025-09-12,127.1986,USD
10002,2025-09-15,128.2382,USD
10002,2025-09-16,130.5594,USD
10002,2025-09-17,132.2365,USD
10002,2025-09-18,130.8377,USD
10002,2025-09-19,130.2485,USD
10002,2025-09-22,130.6237,USD
10002,2025-09-23,130.5171,USD
10002,2025-09-24,134.1062,USD
10002,2025-09-25,135.4553,USD
10002,2025-09-26,133.3402,USD
10002,2025-09-29,131.1791,USD
10002,2025-09-30,132.3229,USD
10002,2025-10-01,131.7642,USD
10002,2025-10-02,132.968,USD
10002,2025-10-03,130.0462,USD
10002,2025-10-06,130.074,USD
10002,2025-10-07,129.8259,USD
10002,2025-10-08,129.2009,USD
10002,2025-10-09,128.602,USD
10002,2025-10-10,127.3606,USD
10002,2025-10-13,127.8197,USD
10002,2025-10-14,128.0895,USD
10002,2025-10-15,128.9868,USD
10002,2025-10-16,129.1472,USD
10002,2025-10-17,129.6182,USD
10002,2025-10-20,131.8014,USD
10002,2025-10-21,132.8047,USD
10002,2025-10-22,132.1893,USD
10002,2025-10-23,132.9547,USD
10002,2025-10-24,133.4737,USD
10002,2025-10-27,132.609,USD
10002,2025-10-28,130.4439,USD
10002,2025-10-29,131.367,USD
10002,2025-10-30,129.8888,USD
10002,2025-10-31,128.2265,USD
10002,2025-11-03,129.1355,USD
10002,2025-11-04,130.6566,USD
10002,2025-11-05,131.7249,USD
10002,2025-11-06,132.0061,USD
10002,2025-11-07,134.556,USD
10002,2025-11-10,132.194,USD
10002,2025-11-11,129.5465,USD
10002,2025-11-12,128.1532,USD
10002,2025-11-13,127.366,USD
10002,2025-11-14,128.1058,USD
10002,2025-11-17,126.6156,USD
10002,2025-11-18,126.6022,USD
10002,2025-11-19,124.1744,USD
10002,2025-11-20,123.1281,USD
10002,2025-11-21,122.3911,USD
10002,2025-11-24,122.816,USD
10002,2025-11-25,122.2457,USD
10002,2025-11-26,123.3603,USD
10002,2025-11-27,124.4742,USD
10002,2025-11-28,125.5992,USD
10002,2025-12-01,125.604,USD
10002,2025-12-02,126.7529,USD
10002,2025-12-03,126.9468,USD
10002,2025-12-04,124.9364,USD
10002,2025-12-05,124.156,USD
10002,2025-12-08,126.0137,USD
10002,2025-12-09,125.9073,USD
10002,2025-12-10,127.0372,USD
10002,2025-12-11,125.6888,USD
10002,2025-12-12,127.5475,USD
10002,2025-12-15,129.477,USD
10002,2025-12-16,131.2124,USD
10002,2025-12-17,132.3238,USD
10002,2025-12-18,129.144,USD
10002,2025-12-19,133.2009,USD
10002,2025-12-22,132.1188,USD
10002,2025-12-23,132.062,USD
10002,2025-12-24,133.7564,USD
10002,2025-12-25,132.0359,USD
10002,2025-12-26,133.5776,USD
10002,2025-12-29,134.0166,USD
10002,2025-12-30,133.5425,USD
10002,2025-12-31,134.6317,USD
10003,2024-12-24,130.0704,EUR
10003,2024-12-25,131.4267,EUR
10003,2024-12-26,133.2301,EUR
10003,2024-12-27,134.1063,EUR
10003,2024-12-30,134.2059,EUR
10003,2024-12-31,134.4994,EUR
10003,2025-01-01,133.3945,EUR
10003,2025-01-02,132.9819,EUR
10003,2025-01-03,131.5558,EUR
10003,2025-01-06,131.3897,EUR
10003,2025-01-07,131.9914,EUR
10003,2025-01-08,131.5421,EUR
10003,2025-01-09,131.2828,EUR
10003,2025-01-10,132.1162,EUR
10003,2025-01-13,132.0099,EUR
10003,2025-01-14,135.0585,EUR
10003,2025-01-15,134.5187,EUR
10003,2025-01-16,137.6019,EUR
10003,2025-01-17,137.0988,EUR
10003,2025-01-20,135.7903,EUR
10003,2025-01-21,134.0771,EUR
10003,2025-01-22,133.001,EUR
10003,2025-01-23,134.4962,EUR
10003,2025-01-24,136.6533,EUR
10003,2025-01-27,136.3742,EUR
10003,2025-01-28,136.9065,EUR
10003,2025-01-29,134.8396,EUR
10003,2025-01-30,134.5426,EUR
10003,2025-01-31,133.1034,EUR
10003,2025-02-03,135.1724,EUR
10003,2025-02-04,135.9538,EUR
10003,2025-02-05,136.0647,EUR
10003,2025-02-06,134.1669,EUR
10003,2025-02-07,136.4408,EUR
10003,2025-02-10,137.0904,EUR
10003,2025-02-11,135.3282,EUR
10003,2025-02-12,134.6463,EUR
10003,2025-02-13,132.6027,EUR
10003,2025-02-14,130.3658,EUR
10003,2025-02-17,130.4723,EUR
10003,2025-02-18,130.0973,EUR
10003,2025-02-19,130.6733,EUR
10003,2025-02-20,130.9875,EUR
10003,2025-02-21,134.5856,EUR
10003,2025-02-24,136.5046,EUR
10003,2025-02-25,140.4038,EUR
10003,2025-02-26,139.3483,EUR
10003,2025-02-27,138.1137,EUR
10003,2025-02-28,139.9675,EUR
10003,2025-03-03,137.9415,EUR
10003,2025-03-04,138.4561,EUR
10003,2025-03-05,137.0187,EUR
10003,2025-03-06,136.2964,EUR
10003,2025-03-07,136.3442,EUR
10003,2025-03-10,136.0056,EUR
10003,2025-03-11,134.3745,EUR
10003,2025-03-12,134.0225,EUR
10003,2025-03-13,135.894,EUR
10003,2025-03-14,136.4258,EUR
10003,2025-03-17,137.499,EUR
10003,2025-03-18,135.6904,EUR
10003,2025-03-19,137.0027,EUR
10003,2025-03-20,135.317,EUR
10003,2025-03-21,134.0961,EUR
10003,2025-03-24,134.6945,EUR
10003,2025-03-25,135.2519,EUR
10003,2025-03-26,132.499,EUR
10003,2025-03-27,133.8105,EUR
10003,2025-03-28,134.9493,EUR
10003,2025-03-31,133.2228,EUR
10003,2025-04-01,131.8546,EUR
10003,2025-04-02,133.1427,EUR
10003,2025-04-03,135.4048,EUR
10003,2025-04-04,136.1469,EUR
10003,2025-04-07,134.2233,EUR
10003,2025-04-08,131.6535,EUR
10003,2025-04-09,130.7019,EUR
10003,2025-04-10,130.6167,EUR
10003,2025-04-11,131.8186,EUR
10003,2025-04-14,133.5106,EUR
10003,2025-04-15,133.1856,EUR
10003,2025-04-16,134.536,EUR
10003,2025-04-17,132.8956,EUR
10003,2025-04-18,130.7515,EUR
10003,2025-04-21,132.4667,EUR
10003,2025-04-22,132.0049,EUR
10003,2025-04-23,134.7284,EUR
10003,2025-04-24,137.8023,EUR
10003,2025-04-25,136.9413,EUR
10003,2025-04-28,138.7206,EUR
10003,2025-04-29,140.0938,EUR
10003,2025-04-30,136.9334,EUR
10003,2025-05-01,135.4872,EUR
10003,2025-05-02,137.7871,EUR
10003,2025-05-05,138.9186,EUR
10003,2025-05-06,141.0544,EUR
10003,2025-05-07,140.1642,EUR
10003,2025-05-08,138.9897,EUR
10003,2025-05-09,135.9166,EUR
10003,2025-05-12,135.1027,EUR
10003,2025-05-13,133.563,EUR
10003,2025-05-14,135.6212,EUR
10003,2025-05-15,135.5432,EUR
10003,2025-05-16,135.896,EUR
10003,2025-05-19,137.9853,EUR
10003,2025-05-20,135.5229,EUR
10003,2025-05-21,135.3257,EUR
10003,2025-05-22,135.9477,EUR
10003,2025-05-23,135.4104,EUR
10003,2025-05-26,136.8955,EUR
10003,2025-05-27,133.5443,EUR
10003,2025-05-28,135.0328,EUR
10003,2025-05-29,134.5891,EUR
10003,2025-05-30,137.6155,EUR
10003,2025-06-02,137.5729,EUR
10003,2025-06-03,136.8496,EUR
10003,2025-06-04,136.932,EUR
10003,2025-06-05,137.1344,EUR
10003,2025-06-06,134.8554,EUR
10003,2025-06-09,133.6108,EUR
10003,2025-06-10,132.5053,EUR
10003,2025-06-11,131.8655,EUR
10003,2025-06-12,131.4932,EUR
10003,2025-06-13,130.6738,EUR
10003,2025-06-16,131.738,EUR
10003,2025-06-17,130.9324,EUR
10003,2025-06-18,135.4537,EUR
10003,2025-06-19,133.2055,EUR
10003,2025-06-20,132.013,EUR
10003,2025-06-23,134.2283,EUR
10003,2025-06-24,134.0625,EUR
10003,2025-06-25,133.8357,EUR
10003,2025-06-26,134.0371,EUR
10003,2025-06-27,134.8104,EUR
10003,2025-06-30,134.4143,EUR
10003,2025-07-01,133.6076,EUR
10003,2025-07-02,129.6645,EUR
10003,2025-07-03,128.5073,EUR
10003,2025-07-04,128.4346,EUR
10003,2025-07-07,128.4359,EUR
10003,2025-07-08,129.2752,EUR
10003,2025-07-09,130.2412,EUR
10003,2025-07-10,128.8754,EUR
10003,2025-07-11,132.0821,EUR
10003,2025-07-14,129.2442,EUR
10003,2025-07-15,128.8777,EUR
10003,2025-07-16,127.8535,EUR
10003,2025-07-17,127.222,EUR
10003,2025-07-18,126.8872,EUR
10003,2025-07-21,125.907,EUR
10003,2025-07-22,125.9366,EUR
10003,2025-07-23,126.1219,EUR
10003,2025-07-24,127.3015,EUR
10003,2025-07-25,124.2836,EUR
10003,2025-07-28,122.985,EUR
10003,2025-07-29,121.9686,EUR
10003,2025-07-30,122.6976,EUR
10003,2025-07-31,123.3745,EUR
10003,2025-08-01,122.1613,EUR
10003,2025-08-04,122.0549,EUR
10003,2025-08-05,122.4632,EUR
10003,2025-08-06,121.0381,EUR
10003,2025-08-07,121.1426,EUR
10003,2025-08-08,118.3601,EUR
10003,2025-08-11,118.8042,EUR
10003,2025-08-12,118.3676,EUR
10003,2025-08-13,118.3658,EUR
10003,2025-08-14,117.3975,EUR
10003,2025-08-15,117.5358,EUR
10003,2025-08-18,117.1749,EUR
10003,2025-08-19,117.229,EUR
10003,2025-08-20,116.552,EUR
10003,2025-08-21,117.0261,EUR
10003,2025-08-22,114.9967,EUR
10003,2025-08-25,115.3467,EUR
10003,2025-08-26,115.8958,EUR
10003,2025-08-27,117.1954,EUR
10003,2025-08-28,115.3513,EUR
10003,2025-08-29,114.909,EUR
10003,2025-09-01,115.4228,EUR
10003,2025-09-02,116.035,EUR
10003,2025-09-03,115.344,EUR
10003,2025-09-04,115.4216,EUR
10003,2025-09-05,113.7609,EUR
10003,2025-09-08,111.8428,EUR
10003,2025-09-09,111.8789,EUR
10003,2025-09-10,113.5356,EUR
10003,2025-09-11,114.3436,EUR
10003,2025-09-12,113.9289,EUR
10003,2025-09-15,113.94,EUR
10003,2025-09-16,114.93,EUR
10003,2025-09-17,117.0331,EUR
10003,2025-09-18,117.2523,EUR
10003,2025-09-19,118.4276,EUR
10003,2025-09-22,118.8442,EUR
10003,2025-09-23,119.1207,EUR
10003,2025-09-24,118.3533,EUR
10003,2025-09-25,116.8772,EUR
10003,2025-09-26,117.1555,EUR
10003,2025-09-29,116.0088,EUR
10003,2025-09-30,116.654,EUR
10003,2025-10-01,116.4298,EUR
10003,2025-10-02,116.0961,EUR
10003,2025-10-03,116.0282,EUR
10003,2025-10-06,117.9121,EUR
10003,2025-10-07,117.5753,EUR
10003,2025-10-08,117.3063,EUR
10003,2025-10-09,118.1559,EUR
10003,2025-10-10,117.428,EUR
10003,2025-10-13,116.5567,EUR
10003,2025-10-14,118.2737,EUR
10003,2025-10-15,120.774,EUR
10003,2025-10-16,120.4043,EUR
10003,2025-10-17,120.7613,EUR
10003,2025-10-20,121.7282,EUR
10003,2025-10-21,123.0641,EUR
