INDEX_CODE,RETURN_DATE,TOTAL_RETURN_PCT
IDX-TSX,2025-07-04,0.6425444
IDX-TSX,2025-07-07,0.22127291
IDX-TSX,2025-07-08,0.14804755
IDX-TSX,2025-07-09,0.29839323
IDX-TSX,2025-07-10,-1.30394254
IDX-TSX,2025-07-11,-0.75284647
IDX-TSX,2025-07-14,1.21537115
IDX-TSX,2025-07-15,0.46049749
IDX-TSX,2025-07-16,-0.26017849
IDX-TSX,2025-07-17,-0.91851402
IDX-TSX,2025-07-18,1.08790146
IDX-TSX,2025-07-21,0.99609792
IDX-TSX,2025-07-22,1.12586879
IDX-TSX,2025-07-23,-0.43294325
IDX-TSX,2025-07-24,-1.03734861
IDX-TSX,2025-07-25,-1.02698785
IDX-TSX,2025-07-28,-0.40419195
IDX-TSX,2025-07-29,-0.01043632
IDX-TSX,2025-07-30,-0.56403435
IDX-TSX,2025-07-31,-0.23917947
IDX-TSX,2025-08-01,-0.44475304
IDX-TSX,2025-08-04,-1.12607025
IDX-TSX,2025-08-05,-0.44638187
IDX-TSX,2025-08-06,0.79207906
IDX-TSX,2025-08-07,-0.68259117
IDX-TSX,2025-08-08,-0.04806536
IDX-TSX,2025-08-11,0.10333023
IDX-TSX,2025-08-12,-0.52773736
IDX-TSX,2025-08-13,0.18042888
IDX-TSX,2025-08-14,-0.39585236
IDX-TSX,2025-08-15,0.01109267
IDX-TSX,2025-08-18,-0.51273308
IDX-TSX,2025-08-19,0.3264332
IDX-TSX,2025-08-20,-0.86651662
IDX-TSX,2025-08-21,1.23272163
IDX-TSX,2025-08-22,-1.03469308
IDX-TSX,2025-08-25,1.17471322
IDX-TSX,2025-08-26,0.56245963
IDX-TSX,2025-08-27,0.06734301
IDX-TSX,2025-08-28,0.2313131
IDX-TSX,2025-08-29,0.80643489
IDX-TSX,2025-09-01,-0.90996699
IDX-TSX,2025-09-02,0.28191317
IDX-TSX,2025-09-03,-0.26820614
IDX-TSX,2025-09-04,-0.63166487
IDX-TSX,2025-09-05,1.02808963
IDX-TSX,2025-09-08,0.40271211
IDX-TSX,2025-09-09,0.82055957
IDX-TSX,2025-09-10,-0.88830156
IDX-TSX,2025-09-11,-0.7491309
IDX-TSX,2025-09-12,0.7552007
IDX-TSX,2025-09-15,0.01243333
IDX-TSX,2025-09-16,0.60658062
IDX-TSX,2025-09-17,0.19726661
IDX-TSX,2025-09-18,1.37215941
IDX-TSX,2025-09-19,0.31738315
IDX-TSX,2025-09-22,-0.00757189
IDX-TSX,2025-09-23,-0.19490677
IDX-TSX,2025-09-24,0.6127486
IDX-TSX,2025-09-25,0.06576916
IDX-TSX,2025-09-26,-1.04085574
IDX-TSX,2025-09-29,1.52508859
IDX-TSX,2025-09-30,0.1646852
IDX-TSX,2025-10-01,-0.22260124
IDX-TSX,2025-10-02,0.39419783
IDX-TSX,2025-10-03,-0.10334877
IDX-TSX,2025-10-06,-1.61134141
IDX-TSX,2025-10-07,0.01143507
IDX-TSX,2025-10-08,-0.31914445
IDX-TSX,2025-10-09,-0.56498366
IDX-TSX,2025-10-10,0.17047042
IDX-TSX,2025-10-13,0.2963623
IDX-TSX,2025-10-14,0.15766267
IDX-TSX,2025-10-15,-0.03095638
IDX-TSX,2025-10-16,0.5314779
IDX-TSX,2025-10-17,-0.63848412
IDX-TSX,2025-10-20,0.86350398
IDX-TSX,2025-10-21,0.11971231
IDX-TSX,2025-10-22,1.13209172
IDX-TSX,2025-10-23,0.82576834
IDX-TSX,2025-10-24,-0.94471507
IDX-TSX,2025-10-27,0.1530501
IDX-TSX,2025-10-28,0.41059637
IDX-TSX,2025-10-29,-0.01808519
IDX-TSX,2025-10-30,0.23196377
IDX-TSX,2025-10-31,-1.23420831
IDX-TSX,2025-11-03,-0.49384119
IDX-TSX,2025-11-04,0.33660775
IDX-TSX,2025-11-05,-1.40434457
IDX-TSX,2025-11-06,0.4008963
IDX-TSX,2025-11-07,-1.47411763
IDX-TSX,2025-11-10,-0.15605712
IDX-TSX,2025-11-11,-0.97826991
IDX-TSX,2025-11-12,-0.36196222
IDX-TSX,2025-11-13,-0.49959178
IDX-TSX,2025-11-14,-1.36646223
IDX-TSX,2025-11-17,0.37368842
IDX-TSX,2025-11-18,-0.45851613
IDX-TSX,2025-11-19,0.91533869
IDX-TSX,2025-11-20,-0.84450562
IDX-TSX,2025-11-21,0.13458572
IDX-TSX,2025-11-24,-0.90926525
IDX-TSX,2025-11-25,-0.27824223
IDX-TSX,2025-11-26,1.28577022
IDX-TSX,2025-11-27,0.26031553
IDX-TSX,2025-11-28,0.29900797
IDX-TSX,2025-12-01,-1.11849535
IDX-TSX,2025-12-02,-0.05829697
IDX-TSX,2025-12-03,0.86188439
IDX-TSX,2025-12-04,0.57509266
IDX-TSX,2025-12-05,0.99961059
IDX-TSX,2025-12-08,1.56970367
IDX-TSX,2025-12-09,0.43309983
IDX-TSX,2025-12-10,-0.19808234
IDX-TSX,2025-12-11,0.18795369
IDX-TSX,2025-12-12,0.48043966
IDX-TSX,2025-12-15,-0.72254092
IDX-TSX,2025-12-16,1.34509061
IDX-TSX,2025-12-17,0.3021974
IDX-TSX,2025-12-18,-0.86135765
IDX-TSX,2025-12-19,-1.03215081
IDX-TSX,2025-12-22,-0.10899268
IDX-TSX,2025-12-23,-0.33054333
IDX-TSX,2025-12-24,0.48487754
IDX-TSX,2025-12-25,-0.36497971
IDX-TSX,2025-12-26,2.03843647
IDX-TSX,2025-12-29,-0.15466092
IDX-TSX,2025-12-30,-0.00197217
IDX-TSX,2025-12-31,0.06496128
IDX-MSCIW,2024-12-24,0.23528922
IDX-MSCIW,2024-12-25,0.24361398
IDX-MSCIW,2024-12-26,0.99316
IDX-MSCIW,2024-12-27,1.39957014
IDX-MSCIW,2024-12-30,0.2295914
IDX-MSCIW,2024-12-31,-0.91527194
IDX-MSCIW,2025-01-01,-0.03222645
IDX-MSCIW,2025-01-02,0.66821997
IDX-MSCIW,2025-01-03,0.09965017
IDX-MSCIW,2025-01-06,0.2260306
IDX-MSCIW,2025-01-07,0.74081144
IDX-MSCIW,2025-01-08,-0.32680491
IDX-MSCIW,2025-01-09,-0.89442269
IDX-MSCIW,2025-01-10,-0.82843959
IDX-MSCIW,2025-01-13,-0.05646685
IDX-MSCIW,2025-01-14,1.44925996
IDX-MSCIW,2025-01-15,0.53622781
IDX-MSCIW,2025-01-16,-0.83438421
IDX-MSCIW,2025-01-17,0.74659008
IDX-MSCIW,2025-01-20,-0.31406963
IDX-MSCIW,2025-01-21,0.39495116
IDX-MSCIW,2025-01-22,0.71322206
IDX-MSCIW,2025-01-23,-0.63285476
IDX-MSCIW,2025-01-24,-0.54824
IDX-MSCIW,2025-01-27,-0.59563985
IDX-MSCIW,2025-01-28,0.02546499
IDX-MSCIW,2025-01-29,-0.21475546
IDX-MSCIW,2025-01-30,0.08759293
IDX-MSCIW,2025-01-31,-1.35027458
IDX-MSCIW,2025-02-03,-1.87049023
IDX-MSCIW,2025-02-04,0.39397771
IDX-MSCIW,2025-02-05,0.44195711
IDX-MSCIW,2025-02-06,1.03393847
IDX-MSCIW,2025-02-07,-0.53444044
IDX-MSCIW,2025-02-10,-0.96256932
IDX-MSCIW,2025-02-11,0.45840795
IDX-MSCIW,2025-02-12,0.68276925
IDX-MSCIW,2025-02-13,0.0891131
IDX-MSCIW,2025-02-14,-0.94936761
IDX-MSCIW,2025-02-17,-0.04473019
IDX-MSCIW,2025-02-18,1.04846541
IDX-MSCIW,2025-02-19,0.37853906
IDX-MSCIW,2025-02-20,-0.26006413
IDX-MSCIW,2025-02-21,-0.68383842
IDX-MSCIW,2025-02-24,-0.6891185
IDX-MSCIW,2025-02-25,-1.24064471
IDX-MSCIW,2025-02-26,-0.20917512
IDX-MSCIW,2025-02-27,0.12535554
IDX-MSCIW,2025-02-28,-0.02311196
IDX-MSCIW,2025-03-03,0.42704702
IDX-MSCIW,2025-03-04,-1.18841814
IDX-MSCIW,2025-03-05,0.95733703
IDX-MSCIW,2025-03-06,1.60453265
IDX-MSCIW,2025-03-07,-0.21545291
IDX-MSCIW,2025-03-10,-1.20035346
IDX-MSCIW,2025-03-11,0.58776963
IDX-MSCIW,2025-03-12,0.02718285
IDX-MSCIW,2025-03-13,0.48348679
IDX-MSCIW,2025-03-14,-3.20054232
IDX-MSCIW,2025-03-17,0.95855659
IDX-MSCIW,2025-03-18,2.63923585
IDX-MSCIW,2025-03-19,0.03857699
IDX-MSCIW,2025-03-20,-0.01301463
IDX-MSCIW,2025-03-21,0.35664833
IDX-MSCIW,2025-03-24,-0.81664929
IDX-MSCIW,2025-03-25,0.3744848
IDX-MSCIW,2025-03-26,1.10952289
IDX-MSCIW,2025-03-27,1.24691351
IDX-MSCIW,2025-03-28,-0.09031512
IDX-MSCIW,2025-03-31,-1.28651455
IDX-MSCIW,2025-04-01,-0.21938005
IDX-MSCIW,2025-04-02,2.09088925
IDX-MSCIW,2025-04-03,-0.37828599
IDX-MSCIW,2025-04-04,-0.83451282
IDX-MSCIW,2025-04-07,0.7155438
IDX-MSCIW,2025-04-08,0.67667292
IDX-MSCIW,2025-04-09,-0.47359996
IDX-MSCIW,2025-04-10,0.27633732
IDX-MSCIW,2025-04-11,0.30782468
IDX-MSCIW,2025-04-14,2.23583971
IDX-MSCIW,2025-04-15,-0.18961911
IDX-MSCIW,2025-04-16,-1.56014547
IDX-MSCIW,2025-04-17,0.45455871
IDX-MSCIW,2025-04-18,0.71368527
IDX-MSCIW,2025-04-21,-0.48640756
IDX-MSCIW,2025-04-22,0.49082671
IDX-MSCIW,2025-04-23,-0.17293915
IDX-MSCIW,2025-04-24,0.22809141
IDX-MSCIW,2025-04-25,-0.39244842
IDX-MSCIW,2025-04-28,1.99943733
IDX-MSCIW,2025-04-29,-0.86003904
IDX-MSCIW,2025-04-30,-0.37218212
IDX-MSCIW,2025-05-01,-0.243805
IDX-MSCIW,2025-05-02,0.23179882
IDX-MSCIW,2025-05-05,0.69109451
IDX-MSCIW,2025-05-06,0.26360552
IDX-MSCIW,2025-05-07,-0.48510246
IDX-MSCIW,2025-05-08,0.56391995
IDX-MSCIW,2025-05-09,1.16743999
IDX-MSCIW,2025-05-12,0.19203517
IDX-MSCIW,2025-05-13,-0.0480804
IDX-MSCIW,2025-05-14,-0.05292458
IDX-MSCIW,2025-05-15,0.07668603
IDX-MSCIW,2025-05-16,0.98460808
IDX-MSCIW,2025-05-19,1.49426722
IDX-MSCIW,2025-05-20,-0.83015693
IDX-MSCIW,2025-05-21,0.52766753
IDX-MSCIW,2025-05-22,-0.93945695
IDX-MSCIW,2025-05-23,0.42924664
IDX-MSCIW,2025-05-26,0.13057821
IDX-MSCIW,2025-05-27,-0.67776998
IDX-MSCIW,2025-05-28,-0.6481961
IDX-MSCIW,2025-05-29,-0.34666293
IDX-MSCIW,2025-05-30,0.93202247
IDX-MSCIW,2025-06-02,0.49701338
IDX-MSCIW,2025-06-03,0.66932368
IDX-MSCIW,2025-06-04,-0.24102582
IDX-MSCIW,2025-06-05,0.000598
IDX-MSCIW,2025-06-06,-1.16782978
IDX-MSCIW,2025-06-09,-0.36987952
IDX-MSCIW,2025-06-10,-1.2116086
IDX-MSCIW,2025-06-11,0.67089156
IDX-MSCIW,2025-06-12,0.67901563
IDX-MSCIW,2025-06-13,0.74619918
IDX-MSCIW,2025-06-16,0.14306253
IDX-MSCIW,2025-06-17,-0.60425192
IDX-MSCIW,2025-06-18,0.13058893
IDX-MSCIW,2025-06-19,-0.14236685
IDX-MSCIW,2025-06-20,-1.02509523
IDX-MSCIW,2025-06-23,0.27478925
IDX-MSCIW,2025-06-24,-0.34832668
IDX-MSCIW,2025-06-25,-0.33531008
IDX-MSCIW,2025-06-26,0.05310194
IDX-MSCIW,2025-06-27,1.14692642
IDX-MSCIW,2025-06-30,-0.4960666
IDX-MSCIW,2025-07-01,0.87393163
IDX-MSCIW,2025-07-02,1.03312016
IDX-MSCIW,2025-07-03,2.85559578
IDX-MSCIW,2025-07-04,0.44318015
IDX-MSCIW,2025-07-07,-0.18605647
IDX-MSCIW,2025-07-08,-0.00283042
IDX-MSCIW,2025-07-09,0.72846822
IDX-MSCIW,2025-07-10,2.23874854
IDX-MSCIW,2025-07-11,-1.00722208
IDX-MSCIW,2025-07-14,0.8415801
IDX-MSCIW,2025-07-15,-0.56610388
IDX-MSCIW,2025-07-16,-0.58768524
IDX-MSCIW,2025-07-17,0.00705478
IDX-MSCIW,2025-07-18,0.61704498
IDX-MSCIW,2025-07-21,0.35565374
IDX-MSCIW,2025-07-22,-2.3526091
IDX-MSCIW,2025-07-23,0.54728063
IDX-MSCIW,2025-07-24,-0.01627305
IDX-MSCIW,2025-07-25,0.12855732
IDX-MSCIW,2025-07-28,0.44839831
IDX-MSCIW,2025-07-29,-0.67751586
IDX-MSCIW,2025-07-30,0.13184715
IDX-MSCIW,2025-07-31,2.95365625
IDX-MSCIW,2025-08-01,-0.25008375
IDX-MSCIW,2025-08-04,0.12206959
IDX-MSCIW,2025-08-05,1.23284226
IDX-MSCIW,2025-08-06,-0.72145638
IDX-MSCIW,2025-08-07,0.59218159
IDX-MSCIW,2025-08-08,-0.57898827
IDX-MSCIW,2025-08-11,-0.11361547
IDX-MSCIW,2025-08-12,1.12685995
IDX-MSCIW,2025-08-13,-1.55230914
IDX-MSCIW,2025-08-14,-1.02465635
IDX-MSCIW,2025-08-15,1.31788819
IDX-MSCIW,2025-08-18,-0.00211296
IDX-MSCIW,2025-08-19,0.28280925
IDX-MSCIW,2025-08-20,0.57722374
IDX-MSCIW,2025-08-21,0.41041531
IDX-MSCIW,2025-08-22,-0.71163493
IDX-MSCIW,2025-08-25,0.57920196
IDX-MSCIW,2025-08-26,-0.65123214
IDX-MSCIW,2025-08-27,0.849701
IDX-MSCIW,2025-08-28,0.33074549
IDX-MSCIW,2025-08-29,-1.51081769
IDX-MSCIW,2025-09-01,-1.1656767
IDX-MSCIW,2025-09-02,0.1056541
IDX-MSCIW,2025-09-03,0.04049036
IDX-MSCIW,2025-09-04,-1.13986827
IDX-MSCIW,2025-09-05,-1.04413421
IDX-MSCIW,2025-09-08,0.26640583
IDX-MSCIW,2025-09-09,-0.93818992
IDX-MSCIW,2025-09-10,0.13379734
IDX-MSCIW,2025-09-11,0.14741746
IDX-MSCIW,2025-09-12,-0.22444673
IDX-MSCIW,2025-09-15,-0.2050142
IDX-MSCIW,2025-09-16,-0.92729142
IDX-MSCIW,2025-09-17,0.17569051
IDX-MSCIW,2025-09-18,-0.62775873
IDX-MSCIW,2025-09-19,0.54396822
IDX-MSCIW,2025-09-22,0.04007098
IDX-MSCIW,2025-09-23,-0.25777409
IDX-MSCIW,2025-09-24,-0.92276586
IDX-MSCIW,2025-09-25,0.80246115
IDX-MSCIW,2025-09-26,-0.04329408
IDX-MSCIW,2025-09-29,0.87700185
IDX-MSCIW,2025-09-30,0.24711659
IDX-MSCIW,2025-10-01,1.86699443
IDX-MSCIW,2025-10-02,2.2061916
IDX-MSCIW,2025-10-03,-0.12274235
IDX-MSCIW,2025-10-06,-1.9812135
IDX-MSCIW,2025-10-07,-0.68016944
IDX-MSCIW,2025-10-08,0.70862144
IDX-MSCIW,2025-10-09,0.87486697
IDX-MSCIW,2025-10-10,-1.08630743
IDX-MSCIW,2025-10-13,1.41185681
IDX-MSCIW,2025-10-14,-0.28858535
IDX-MSCIW,2025-10-15,1.96203254
IDX-MSCIW,2025-10-16,0.49626786
IDX-MSCIW,2025-10-17,-0.13139251
IDX-MSCIW,2025-10-20,1.3323957
IDX-MSCIW,2025-10-21,-1.02681481
IDX-MSCIW,2025-10-22,0.68772653
IDX-MSCIW,2025-10-23,-0.27332878
IDX-MSCIW,2025-10-24,0.13088646
IDX-MSCIW,2025-10-27,-1.17046396
IDX-MSCIW,2025-10-28,0.44815753
IDX-MSCIW,2025-10-29,0.1209432
IDX-MSCIW,2025-10-30,-1.80559423
IDX-MSCIW,2025-10-31,0.96614484
IDX-MSCIW,2025-11-03,-1.802331
IDX-MSCIW,2025-11-04,-0.22610243
IDX-MSCIW,2025-11-05,1.51210618
IDX-MSCIW,2025-11-06,0.13708005
IDX-MSCIW,2025-11-07,-0.6864791
IDX-MSCIW,2025-11-10,-2.22979
IDX-MSCIW,2025-11-11,-0.01104589
IDX-MSCIW,2025-11-12,-0.27984344
IDX-MSCIW,2025-11-13,0.21641108
IDX-MSCIW,2025-11-14,0.23200667
IDX-MSCIW,2025-11-17,-0.82864305
IDX-MSCIW,2025-11-18,0.20541345
IDX-MSCIW,2025-11-19,0.23940532
IDX-MSCIW,2025-11-20,-1.40783114
IDX-MSCIW,2025-11-21,-0.09820844
IDX-MSCIW,2025-11-24,0.36578528
IDX-MSCIW,2025-11-25,1.07661765
IDX-MSCIW,2025-11-26,-0.60483684
IDX-MSCIW,2025-11-27,0.87164343
IDX-MSCIW,2025-11-28,-0.99523849
IDX-MSCIW,2025-12-01,-1.70702988
IDX-MSCIW,2025-12-02,-0.77413061
IDX-MSCIW,2025-12-03,0.44828435
IDX-MSCIW,2025-12-04,1.04070731
IDX-MSCIW,2025-12-05,-0.81207391
IDX-MSCIW,2025-12-08,-1.09310992
IDX-MSCIW,2025-12-09,0.69023789
IDX-MSCIW,2025-12-10,0.7078726
IDX-MSCIW,2025-12-11,-0.82027949
IDX-MSCIW,2025-12-12,0.77822638
IDX-MSCIW,2025-12-15,-1.84059207
IDX-MSCIW,2025-12-16,-0.9466107
IDX-MSCIW,2025-12-17,-0.95439022
IDX-MSCIW,2025-12-18,-0.93384288
IDX-MSCIW,2025-12-19,-0.77833037
IDX-MSCIW,2025-12-22,0.36791948
IDX-MSCIW,2025-12-23,-0.35848887
IDX-MSCIW,2025-12-24,-0.01046179
IDX-MSCIW,2025-12-25,0.06630349
IDX-MSCIW,2025-12-26,0.49213205
IDX-MSCIW,2025-12-29,0.566735
IDX-MSCIW,2025-12-30,-0.11104402
IDX-MSCIW,2025-12-31,0.93775038
IDX-FTSEBOND,2024-12-24,-0.11396975
IDX-FTSEBOND,2024-12-25,-0.48047774
IDX-FTSEBOND,2024-12-26,0.36390646
IDX-FTSEBOND,2024-12-27,-0.27874146
IDX-FTSEBOND,2024-12-30,-0.03811497
IDX-FTSEBOND,2024-12-31,-0.11370198
IDX-FTSEBOND,2025-01-01,-0.38649613
IDX-FTSEBOND,2025-01-02,-0.4611337
IDX-FTSEBOND,2025-01-03,-0.23785544
IDX-FTSEBOND,2025-01-06,0.33994753
IDX-FTSEBOND,2025-01-07,0.21343358
IDX-FTSEBOND,2025-01-08,-0.34104855
IDX-FTSEBOND,2025-01-09,-0.2822499
IDX-FTSEBOND,2025-01-10,-0.06096416
IDX-FTSEBOND,2025-01-13,0.12506234
IDX-FTSEBOND,2025-01-14,0.32423159
IDX-FTSEBOND,2025-01-15,-1.08695777
IDX-FTSEBOND,2025-01-16,0.37915398
IDX-FTSEBOND,2025-01-17,-0.55668347
IDX-FTSEBOND,2025-01-20,0.54034261
IDX-FTSEBOND,2025-01-21,-0.32401581
IDX-FTSEBOND,2025-01-22,-0.40693345
IDX-FTSEBOND,2025-01-23,-0.01199036
IDX-FTSEBOND,2025-01-24,-0.01658202
IDX-FTSEBOND,2025-01-27,-0.22971628
IDX-FTSEBOND,2025-01-28,0.66577236
IDX-FTSEBOND,2025-01-29,0.32136105
IDX-FTSEBOND,2025-01-30,-0.36771008
IDX-FTSEBOND,2025-01-31,0.67660523
IDX-FTSEBOND,2025-02-03,-0.40635652
IDX-FTSEBOND,2025-02-04,-0.41661553
IDX-FTSEBOND,2025-02-05,-0.01240919
IDX-FTSEBOND,2025-02-06,0.67329422
IDX-FTSEBOND,2025-02-07,0.15724527
IDX-FTSEBOND,2025-02-10,0.14996897
IDX-FTSEBOND,2025-02-11,-0.03250096
IDX-FTSEBOND,2025-02-12,0.12213318
IDX-FTSEBOND,2025-02-13,-0.13834944
IDX-FTSEBOND,2025-02-14,-0.08127702
IDX-FTSEBOND,2025-02-17,0.33465578
IDX-FTSEBOND,2025-02-18,0.11183563
IDX-FTSEBOND,2025-02-19,0.02204672
IDX-FTSEBOND,2025-02-20,0.25421819
IDX-FTSEBOND,2025-02-21,0.28140872
IDX-FTSEBOND,2025-02-24,-0.36200727
IDX-FTSEBOND,2025-02-25,-0.70911279
IDX-FTSEBOND,2025-02-26,-0.00052226
IDX-FTSEBOND,2025-02-27,-0.1238718
IDX-FTSEBOND,2025-02-28,-0.61071798
IDX-FTSEBOND,2025-03-03,-0.34336538
IDX-FTSEBOND,2025-03-04,-0.06656562
IDX-FTSEBOND,2025-03-05,-0.01367952
IDX-FTSEBOND,2025-03-06,-0.23793802
IDX-FTSEBOND,2025-03-07,-0.36552303
IDX-FTSEBOND,2025-03-10,0.15415373
IDX-FTSEBOND,2025-03-11,-0.28520416
IDX-FTSEBOND,2025-03-12,0.22468059
IDX-FTSEBOND,2025-03-13,0.2309867
IDX-FTSEBOND,2025-03-14,0.07500806
IDX-FTSEBOND,2025-03-17,-0.63364544
IDX-FTSEBOND,2025-03-18,-0.13843306
IDX-FTSEBOND,2025-03-19,0.44066398
IDX-FTSEBOND,2025-03-20,-0.51611165
IDX-FTSEBOND,2025-03-21,0.24770322
IDX-FTSEBOND,2025-03-24,0.24735118
IDX-FTSEBOND,2025-03-25,0.32574116
IDX-FTSEBOND,2025-03-26,-0.20053865
IDX-FTSEBOND,2025-03-27,-0.27444269
IDX-FTSEBOND,2025-03-28,0.37620902
IDX-FTSEBOND,2025-03-31,0.71905354
IDX-FTSEBOND,2025-04-01,-0.15797726
IDX-FTSEBOND,2025-04-02,-0.27441753
IDX-FTSEBOND,2025-04-03,-0.00543967
IDX-FTSEBOND,2025-04-04,-0.04830417
IDX-FTSEBOND,2025-04-07,0.49665324
