FUND_CODE,AS_OF_DATE,SECURITY_ID,QUANTITY
CIF-CAD-EQ-01,2024-12-31,10001,448281.554913
CIF-CAD-EQ-01,2024-12-31,10010,91402.368635
CIF-CAD-EQ-01,2024-12-31,10025,942744.911218
CIF-CAD-EQ-01,2024-12-31,10049,172282.460283
CIF-CAD-EQ-01,2024-12-31,10007,929610.003344
CIF-CAD-EQ-01,2024-12-31,10052,202900.064867
CIF-CAD-EQ-01,2024-12-31,10022,114844.368182
CIF-CAD-EQ-01,2024-12-31,10019,380853.05392
CIF-CAD-EQ-01,2024-12-31,10043,364200.666864
CIF-CAD-EQ-01,2024-12-31,10056,95386.403599
CIF-CAD-EQ-01,2024-12-31,10014,113692.926272
CIF-CAD-EQ-01,2025-01-01,10016,83495.023911
CIF-CAD-EQ-01,2025-01-01,10004,423075.702191
CIF-CAD-EQ-01,2025-01-01,10034,78111.252679
CIF-CAD-EQ-01,2025-01-01,10028,417450.68435
CIF-CAD-EQ-01,2025-01-01,10037,207960.658777
CIF-CAD-EQ-01,2025-01-01,10031,175494.133121
CIF-CAD-EQ-01,2025-01-01,10040,65722.139978
CIF-CAD-EQ-01,2025-01-01,10013,557996.23765
CIF-CAD-EQ-01,2025-01-01,10001,448281.554913
CIF-CAD-EQ-01,2025-01-01,10010,91402.368635
CIF-CAD-EQ-01,2025-01-01,10025,942744.911218
CIF-CAD-EQ-01,2025-01-01,10049,172282.460283
CIF-CAD-EQ-01,2025-01-01,10007,929610.003344
CIF-CAD-EQ-01,2025-01-01,10052,202900.064867
CIF-CAD-EQ-01,2025-01-01,10022,114844.368182
CIF-CAD-EQ-01,2025-01-01,10019,380853.05392
CIF-CAD-EQ-01,2025-01-01,10043,364200.666864
CIF-CAD-EQ-01,2025-01-01,10056,95386.403599
CIF-CAD-EQ-01,2025-01-01,10014,113692.926272
CIF-CAD-EQ-01,2025-01-02,10016,83495.023911
CIF-CAD-EQ-01,2025-01-02,10004,423075.702191
CIF-CAD-EQ-01,2025-01-02,10034,78111.252679
CIF-CAD-EQ-01,2025-01-02,10028,417450.68435
CIF-CAD-EQ-01,2025-01-02,10037,207960.658777
CIF-CAD-EQ-01,2025-01-02,10031,175494.133121
CIF-CAD-EQ-01,2025-01-02,10040,65722.139978
CIF-CAD-EQ-01,2025-01-02,10013,557996.23765
CIF-CAD-EQ-01,2025-01-02,10001,448281.554913
CIF-CAD-EQ-01,2025-01-02,10010,91402.368635
CIF-CAD-EQ-01,2025-01-02,10025,942744.911218
CIF-CAD-EQ-01,2025-01-02,10049,172282.460283
CIF-CAD-EQ-01,2025-01-02,10007,929610.003344
CIF-CAD-EQ-01,2025-01-02,10052,202900.064867
CIF-CAD-EQ-01,2025-01-02,10022,114844.368182
CIF-CAD-EQ-01,2025-01-02,10019,380853.05392
CIF-CAD-EQ-01,2025-01-02,10043,364200.666864
CIF-CAD-EQ-01,2025-01-02,10056,95386.403599
CIF-CAD-EQ-01,2025-01-02,10014,113692.926272
CIF-CAD-EQ-01,2025-01-03,10016,83495.023911
CIF-CAD-EQ-01,2025-01-03,10004,423075.702191
CIF-CAD-EQ-01,2025-01-03,10034,78111.252679
CIF-CAD-EQ-01,2025-01-03,10028,417450.68435
CIF-CAD-EQ-01,2025-01-03,10037,207960.658777
CIF-CAD-EQ-01,2025-01-03,10031,175494.133121
CIF-CAD-EQ-01,2025-01-03,10040,65722.139978
CIF-CAD-EQ-01,2025-01-03,10013,557996.23765
CIF-CAD-EQ-01,2025-01-03,10001,448281.554913
CIF-CAD-EQ-01,2025-01-03,10010,91402.368635
CIF-CAD-EQ-01,2025-01-03,10025,942744.911218
CIF-CAD-EQ-01,2025-01-03,10049,172282.460283
CIF-CAD-EQ-01,2025-01-03,10007,929610.003344
CIF-CAD-EQ-01,2025-01-03,10052,202900.064867
CIF-CAD-EQ-01,2025-01-03,10022,114844.368182
CIF-CAD-EQ-01,2025-01-03,10019,380853.05392
CIF-CAD-EQ-01,2025-01-03,10043,364200.666864
CIF-CAD-EQ-01,2025-01-03,10056,95386.403599
CIF-CAD-EQ-01,2025-01-03,10014,113692.926272
CIF-CAD-EQ-01,2025-01-06,10016,83495.023911
CIF-CAD-EQ-01,2025-01-06,10004,423075.702191
CIF-CAD-EQ-01,2025-01-06,10034,78111.252679
CIF-CAD-EQ-01,2025-01-06,10028,417450.68435
CIF-CAD-EQ-01,2025-01-06,10037,207960.658777
CIF-CAD-EQ-01,2025-01-06,10031,175494.133121
CIF-CAD-EQ-01,2025-01-06,10040,65722.139978
CIF-CAD-EQ-01,2025-01-06,10013,557996.23765
CIF-CAD-EQ-01,2025-01-06,10001,448281.554913
CIF-CAD-EQ-01,2025-01-06,10010,91402.368635
CIF-CAD-EQ-01,2025-01-06,10025,942744.911218
CIF-CAD-EQ-01,2025-01-06,10049,172282.460283
CIF-CAD-EQ-01,2025-01-06,10007,929610.003344
CIF-CAD-EQ-01,2025-01-06,10052,202900.064867
CIF-CAD-EQ-01,2025-01-06,10022,114844.368182
CIF-CAD-EQ-01,2025-01-06,10019,380853.05392
CIF-CAD-EQ-01,2025-01-06,10043,364200.666864
CIF-CAD-EQ-01,2025-01-06,10056,95386.403599
CIF-CAD-EQ-01,2025-01-06,10014,113692.926272
CIF-CAD-EQ-01,2025-01-07,10016,83495.023911
CIF-CAD-EQ-01,2025-01-07,10004,423075.702191
CIF-CAD-EQ-01,2025-01-07,10034,78111.252679
CIF-CAD-EQ-01,2025-01-07,10028,417450.68435
CIF-CAD-EQ-01,2025-01-07,10037,207960.658777
CIF-CAD-EQ-01,2025-01-07,10031,175494.133121
CIF-CAD-EQ-01,2025-01-07,10040,65722.139978
CIF-CAD-EQ-01,2025-01-07,10013,557996.23765
CIF-CAD-EQ-01,2025-01-07,10001,448281.554913
CIF-CAD-EQ-01,2025-01-07,10010,91402.368635
CIF-CAD-EQ-01,2025-01-07,10025,942744.911218
CIF-CAD-EQ-01,2025-01-07,10049,172282.460283
CIF-CAD-EQ-01,2025-01-07,10007,929610.003344
CIF-CAD-EQ-01,2025-01-07,10052,202900.064867
CIF-CAD-EQ-01,2025-01-07,10022,114844.368182
CIF-CAD-EQ-01,2025-01-07,10019,380853.05392
CIF-CAD-EQ-01,2025-01-07,10043,364200.666864
CIF-CAD-EQ-01,2025-01-07,10056,95386.403599
CIF-CAD-EQ-01,2025-01-07,10014,113692.926272
CIF-CAD-EQ-01,2025-01-08,10016,83495.023911
CIF-CAD-EQ-01,2025-01-08,10004,423075.702191
CIF-CAD-EQ-01,2025-01-08,10034,78111.252679
CIF-CAD-EQ-01,2025-01-08,10028,417450.68435
CIF-CAD-EQ-01,2025-01-08,10037,207960.658777
CIF-CAD-EQ-01,2025-01-08,10031,175494.133121
CIF-CAD-EQ-01,2025-01-08,10040,65722.139978
CIF-CAD-EQ-01,2025-01-08,10013,557996.23765
CIF-CAD-EQ-01,2025-01-08,10001,448281.554913
CIF-CAD-EQ-01,2025-01-08,10010,91402.368635
CIF-CAD-EQ-01,2025-01-08,10025,942744.911218
CIF-CAD-EQ-01,2025-01-08,10049,172282.460283
CIF-CAD-EQ-01,2025-01-08,10007,929610.003344
CIF-CAD-EQ-01,2025-01-08,10052,202900.064867
CIF-CAD-EQ-01,2025-01-08,10022,114844.368182
CIF-CAD-EQ-01,2025-01-08,10019,380853.05392
CIF-CAD-EQ-01,2025-01-08,10043,364200.666864
CIF-CAD-EQ-01,2025-01-08,10056,95386.403599
CIF-CAD-EQ-01,2025-01-08,10014,113692.926272
CIF-CAD-EQ-01,2025-01-09,10016,83495.023911
CIF-CAD-EQ-01,2025-01-09,10004,423075.702191
CIF-CAD-EQ-01,2025-01-09,10034,78111.252679
CIF-CAD-EQ-01,2025-01-09,10028,417450.68435
CIF-CAD-EQ-01,2025-01-09,10037,207960.658777
CIF-CAD-EQ-01,2025-01-09,10031,175494.133121
CIF-CAD-EQ-01,2025-01-09,10040,65722.139978
CIF-CAD-EQ-01,2025-01-09,10013,557996.23765
CIF-CAD-EQ-01,2025-01-09,10001,448281.554913
CIF-CAD-EQ-01,2025-01-09,10010,91402.368635
CIF-CAD-EQ-01,2025-01-09,10025,942744.911218
CIF-CAD-EQ-01,2025-01-09,10049,172282.460283
CIF-CAD-EQ-01,2025-01-09,10007,929610.003344
CIF-CAD-EQ-01,2025-01-09,10052,202900.064867
CIF-CAD-EQ-01,2025-01-09,10022,114844.368182
CIF-CAD-EQ-01,2025-01-09,10019,380853.05392
CIF-CAD-EQ-01,2025-01-09,10043,364200.666864
CIF-CAD-EQ-01,2025-01-09,10056,95386.403599
CIF-CAD-EQ-01,2025-01-09,10014,113692.926272
CIF-CAD-EQ-01,2025-01-10,10016,83495.023911
CIF-CAD-EQ-01,2025-01-10,10004,423075.702191
CIF-CAD-EQ-01,2025-01-10,10034,78111.252679
CIF-CAD-EQ-01,2025-01-10,10028,417450.68435
CIF-CAD-EQ-01,2025-01-10,10037,207960.658777
CIF-CAD-EQ-01,2025-01-10,10031,175494.133121
CIF-CAD-EQ-01,2025-01-10,10040,65722.139978
CIF-CAD-EQ-01,2025-01-10,10013,557996.23765
CIF-CAD-EQ-01,2025-01-10,10001,448281.554913
CIF-CAD-EQ-01,2025-01-10,10010,91402.368635
CIF-CAD-EQ-01,2025-01-10,10025,942744.911218
CIF-CAD-EQ-01,2025-01-10,10049,172282.460283
CIF-CAD-EQ-01,2025-01-10,10007,929610.003344
CIF-CAD-EQ-01,2025-01-10,10052,202900.064867
CIF-CAD-EQ-01,2025-01-10,10022,114844.368182
CIF-CAD-EQ-01,2025-01-10,10019,380853.05392
CIF-CAD-EQ-01,2025-01-10,10043,364200.666864
CIF-CAD-EQ-01,2025-01-10,10056,95386.403599
CIF-CAD-EQ-01,2025-01-10,10014,113692.926272
CIF-CAD-EQ-01,2025-01-13,10016,75035.082754
CIF-CAD-EQ-01,2025-01-13,10004,380208.530261
CIF-CAD-EQ-01,2025-01-13,10034,70196.809753
CIF-CAD-EQ-01,2025-01-13,10028,375153.454409
CIF-CAD-EQ-01,2025-01-13,10037,186889.523592
CIF-CAD-EQ-01,2025-01-13,10031,157712.593934
CIF-CAD-EQ-01,2025-01-13,10040,59062.995386
CIF-CAD-EQ-01,2025-01-13,10013,501458.552948
CIF-CAD-EQ-01,2025-01-13,10001,402860.45796
CIF-CAD-EQ-01,2025-01-13,10010,82141.233971
CIF-CAD-EQ-01,2025-01-13,10025,847223.452562
CIF-CAD-EQ-01,2025-01-13,10049,154826.336456
CIF-CAD-EQ-01,2025-01-13,10007,835419.409002
CIF-CAD-EQ-01,2025-01-13,10052,182341.682714
CIF-CAD-EQ-01,2025-01-13,10022,103208.02686
CIF-CAD-EQ-01,2025-01-13,10019,342263.994662
CIF-CAD-EQ-01,2025-01-13,10043,327298.872404
CIF-CAD-EQ-01,2025-01-13,10056,85721.59576
CIF-CAD-EQ-01,2025-01-13,10014,102173.252151
CIF-CAD-EQ-01,2025-01-14,10016,75035.082754
CIF-CAD-EQ-01,2025-01-14,10004,380208.530261
CIF-CAD-EQ-01,2025-01-14,10034,70196.809753
CIF-CAD-EQ-01,2025-01-14,10028,375153.454409
CIF-CAD-EQ-01,2025-01-14,10037,186889.523592
CIF-CAD-EQ-01,2025-01-14,10031,157712.593934
CIF-CAD-EQ-01,2025-01-14,10040,59062.995386
CIF-CAD-EQ-01,2025-01-14,10013,501458.552948
CIF-CAD-EQ-01,2025-01-14,10001,402860.45796
CIF-CAD-EQ-01,2025-01-14,10010,82141.233971
CIF-CAD-EQ-01,2025-01-14,10025,847223.452562
CIF-CAD-EQ-01,2025-01-14,10049,154826.336456
CIF-CAD-EQ-01,2025-01-14,10007,835419.409002
CIF-CAD-EQ-01,2025-01-14,10052,182341.682714
CIF-CAD-EQ-01,2025-01-14,10022,103208.02686
CIF-CAD-EQ-01,2025-01-14,10019,342263.994662
CIF-CAD-EQ-01,2025-01-14,10043,327298.872404
CIF-CAD-EQ-01,2025-01-14,10056,85721.59576
CIF-CAD-EQ-01,2025-01-14,10014,102173.252151
CIF-CAD-EQ-01,2025-01-15,10016,75035.082754
CIF-CAD-EQ-01,2025-01-15,10004,380208.530261
CIF-CAD-EQ-01,2025-01-15,10034,70196.809753
CIF-CAD-EQ-01,2025-01-15,10028,375153.454409
CIF-CAD-EQ-01,2025-01-15,10037,186889.523592
CIF-CAD-EQ-01,2025-01-15,10031,157712.593934
CIF-CAD-EQ-01,2025-01-15,10040,59062.995386
CIF-CAD-EQ-01,2025-01-15,10013,501458.552948
CIF-CAD-EQ-01,2025-01-15,10001,402860.45796
CIF-CAD-EQ-01,2025-01-15,10010,82141.233971
CIF-CAD-EQ-01,2025-01-15,10025,847223.452562
CIF-CAD-EQ-01,2025-01-15,10049,154826.336456
CIF-CAD-EQ-01,2025-01-15,10007,835419.409002
CIF-CAD-EQ-01,2025-01-15,10052,182341.682714
CIF-CAD-EQ-01,2025-01-15,10022,103208.02686
CIF-CAD-EQ-01,2025-01-15,10019,342263.994662
CIF-CAD-EQ-01,2025-01-15,10043,327298.872404
CIF-CAD-EQ-01,2025-01-15,10056,85721.59576
CIF-CAD-EQ-01,2025-01-15,10014,102173.252151
CIF-CAD-EQ-01,2025-01-16,10016,75035.082754
CIF-CAD-EQ-01,2025-01-16,10004,380208.530261
CIF-CAD-EQ-01,2025-01-16,10034,70196.809753
CIF-CAD-EQ-01,2025-01-16,10028,375153.454409
CIF-CAD-EQ-01,2025-01-16,10037,186889.523592
CIF-CAD-EQ-01,2025-01-16,10031,157712.593934
CIF-CAD-EQ-01,2025-01-16,10040,59062.995386
CIF-CAD-EQ-01,2025-01-16,10013,501458.552948
CIF-CAD-EQ-01,2025-01-16,10001,402860.45796
CIF-CAD-EQ-01,2025-01-16,10010,82141.233971
CIF-CAD-EQ-01,2025-01-16,10025,847223.452562
CIF-CAD-EQ-01,2025-01-16,10049,154826.336456
CIF-CAD-EQ-01,2025-01-16,10007,835419.409002
CIF-CAD-EQ-01,2025-01-16,10052,182341.682714
CIF-CAD-EQ-01,2025-01-16,10022,103208.02686
CIF-CAD-EQ-01,2025-01-16,10019,342263.994662
CIF-CAD-EQ-01,2025-01-16,10043,327298.872404
CIF-CAD-EQ-01,2025-01-16,10056,85721.59576
CIF-CAD-EQ-01,2025-01-16,10014,102173.252151
CIF-CAD-EQ-01,2025-01-17,10016,75035.082754
CIF-CAD-EQ-01,2025-01-17,10004,380208.530261
CIF-CAD-EQ-01,2025-01-17,10034,70196.809753
CIF-CAD-EQ-01,2025-01-17,10028,375153.454409
CIF-CAD-EQ-01,2025-01-17,10037,186889.523592
CIF-CAD-EQ-01,2025-01-17,10031,157712.593934
CIF-CAD-EQ-01,2025-01-17,10040,59062.995386
CIF-CAD-EQ-01,2025-01-17,10013,501458.552948
CIF-CAD-EQ-01,2025-01-17,10001,402860.45796
CIF-CAD-EQ-01,2025-01-17,10010,82141.233971
CIF-CAD-EQ-01,2025-01-17,10025,847223.452562
CIF-CAD-EQ-01,2025-01-17,10049,154826.336456
CIF-CAD-EQ-01,2025-01-17,10007,835419.409002
CIF-CAD-EQ-01,2025-01-17,10052,182341.682714
CIF-CAD-EQ-01,2025-01-17,10022,103208.02686
CIF-CAD-EQ-01,2025-01-17,10019,342263.994662
CIF-CAD-EQ-01,2025-01-17,10043,327298.872404
CIF-CAD-EQ-01,2025-01-17,10056,85721.59576
CIF-CAD-EQ-01,2025-01-17,10014,102173.252151
CIF-CAD-EQ-01,2025-01-20,10016,75035.082754
CIF-CAD-EQ-01,2025-01-20,10004,380208.530261
CIF-CAD-EQ-01,2025-01-20,10034,70196.809753
CIF-CAD-EQ-01,2025-01-20,10028,375153.454409
CIF-CAD-EQ-01,2025-01-20,10037,186889.523592
CIF-CAD-EQ-01,2025-01-20,10031,157712.593934
CIF-CAD-EQ-01,2025-01-20,10040,59062.995386
CIF-CAD-EQ-01,2025-01-20,10013,501458.552948
CIF-CAD-EQ-01,2025-01-20,10001,402860.45796
CIF-CAD-EQ-01,2025-01-20,10010,82141.233971
CIF-CAD-EQ-01,2025-01-20,10025,847223.452562
CIF-CAD-EQ-01,2025-01-20,10049,154826.336456
CIF-CAD-EQ-01,2025-01-20,10007,835419.409002
CIF-CAD-EQ-01,2025-01-20,10052,182341.682714
CIF-CAD-EQ-01,2025-01-20,10022,103208.02686
CIF-CAD-EQ-01,2025-01-20,10019,342263.994662
CIF-CAD-EQ-01,2025-01-20,10043,327298.872404
CIF-CAD-EQ-01,2025-01-20,10056,85721.59576
CIF-CAD-EQ-01,2025-01-20,10014,102173.252151
CIF-CAD-EQ-01,2025-01-21,10016,75035.082754
CIF-CAD-EQ-01,2025-01-21,10004,380208.530261
CIF-CAD-EQ-01,2025-01-21,10034,70196.809753
CIF-CAD-EQ-01,2025-01-21,10028,375153.454409
CIF-CAD-EQ-01,2025-01-21,10037,186889.523592
CIF-CAD-EQ-01,2025-01-21,10031,157712.593934
CIF-CAD-EQ-01,2025-01-21,10040,59062.995386
CIF-CAD-EQ-01,2025-01-21,10013,501458.552948
CIF-CAD-EQ-01,2025-01-21,10001,402860.45796
CIF-CAD-EQ-01,2025-01-21,10010,82141.233971
CIF-CAD-EQ-01,2025-01-21,10025,847223.452562
CIF-CAD-EQ-01,2025-01-21,10049,154826.336456
CIF-CAD-EQ-01,2025-01-21,10007,835419.409002
CIF-CAD-EQ-01,2025-01-21,10052,182341.682714
CIF-CAD-EQ-01,2025-01-21,10022,103208.02686
CIF-CAD-EQ-01,2025-01-21,10019,342263.994662
CIF-CAD-EQ-01,2025-01-21,10043,327298.872404
CIF-CAD-EQ-01,2025-01-21,10056,85721.59576
CIF-CAD-EQ-01,2025-01-21,10014,102173.252151
CIF-CAD-EQ-01,2025-01-22,10016,75035.082754
CIF-CAD-EQ-01,2025-01-22,10004,380208.530261
CIF-CAD-EQ-01,2025-01-22,10034,70196.809753
CIF-CAD-EQ-01,2025-01-22,10028,375153.454409
CIF-CAD-EQ-01,2025-01-22,10037,186889.523592
CIF-CAD-EQ-01,2025-01-22,10031,157712.593934
CIF-CAD-EQ-01,2025-01-22,10040,59062.995386
CIF-CAD-EQ-01,2025-01-22,10013,501458.552948
CIF-CAD-EQ-01,2025-01-22,10001,402860.45796
CIF-CAD-EQ-01,2025-01-22,10010,82141.233971
CIF-CAD-EQ-01,2025-01-22,10025,847223.452562
CIF-CAD-EQ-01,2025-01-22,10049,154826.336456
CIF-CAD-EQ-01,2025-01-22,10007,835419.409002
CIF-CAD-EQ-01,2025-01-22,10052,182341.682714
CIF-CAD-EQ-01,2025-01-22,10022,103208.02686
CIF-CAD-EQ-01,2025-01-22,10019,342263.994662
CIF-CAD-EQ-01,2025-01-22,10043,327298.872404
CIF-CAD-EQ-01,2025-01-22,10056,85721.59576
CIF-CAD-EQ-01,2025-01-22,10014,102173.252151
CIF-CAD-EQ-01,2025-01-23,10016,75035.082754
CIF-CAD-EQ-01,2025-01-23,10004,380208.530261
CIF-CAD-EQ-01,2025-01-23,10034,70196.809753
CIF-CAD-EQ-01,2025-01-23,10028,375153.454409
CIF-CAD-EQ-01,2025-01-23,10037,186889.523592
CIF-CAD-EQ-01,2025-01-23,10031,157712.593934
CIF-CAD-EQ-01,2025-01-23,10040,59062.995386
CIF-CAD-EQ-01,2025-01-23,10013,501458.552948
CIF-CAD-EQ-01,2025-01-23,10001,402860.45796
CIF-CAD-EQ-01,2025-01-23,10010,82141.233971
CIF-CAD-EQ-01,2025-01-23,10025,847223.452562
CIF-CAD-EQ-01,2025-01-23,10049,154826.336456
CIF-CAD-EQ-01,2025-01-23,10007,835419.409002
CIF-CAD-EQ-01,2025-01-23,10052,182341.682714
CIF-CAD-EQ-01,2025-01-23,10022,103208.02686
CIF-CAD-EQ-01,2025-01-23,10019,342263.994662
CIF-CAD-EQ-01,2025-01-23,10043,327298.872404
CIF-CAD-EQ-01,2025-01-23,10056,85721.59576
CIF-CAD-EQ-01,2025-01-23,10014,102173.252151
CIF-CAD-EQ-01,2025-01-24,10016,75035.082754
CIF-CAD-EQ-01,2025-01-24,10004,380208.530261
CIF-CAD-EQ-01,2025-01-24,10034,70196.809753
CIF-CAD-EQ-01,2025-01-24,10028,375153.454409
CIF-CAD-EQ-01,2025-01-24,10037,186889.523592
CIF-CAD-EQ-01,2025-01-24,10031,157712.593934
CIF-CAD-EQ-01,2025-01-24,10040,59062.995386
CIF-CAD-EQ-01,2025-01-24,10013,501458.552948
CIF-CAD-EQ-01,2025-01-24,10001,402860.45796
CIF-CAD-EQ-01,2025-01-24,10010,82141.233971
CIF-CAD-EQ-01,2025-01-24,10025,847223.452562
CIF-CAD-EQ-01,2025-01-24,10049,154826.336456
CIF-CAD-EQ-01,2025-01-24,10007,835419.409002
CIF-CAD-EQ-01,2025-01-24,10052,182341.682714
CIF-CAD-EQ-01,2025-01-24,10022,103208.02686
CIF-CAD-EQ-01,2025-01-24,10019,342263.994662
CIF-CAD-EQ-01,2025-01-24,10043,327298.872404
CIF-CAD-EQ-01,2025-01-24,10056,85721.59576
CIF-CAD-EQ-01,2025-01-24,10014,102173.252151
CIF-CAD-EQ-01,2025-01-27,10016,75035.082754
CIF-CAD-EQ-01,2025-01-27,10004,380208.530261
CIF-CAD-EQ-01,2025-01-27,10034,70196.809753
CIF-CAD-EQ-01,2025-01-27,10028,375153.454409
CIF-CAD-EQ-01,2025-01-27,10037,186889.523592
CIF-CAD-EQ-01,2025-01-27,10031,157712.593934
CIF-CAD-EQ-01,2025-01-27,10040,59062.995386
CIF-CAD-EQ-01,2025-01-27,10013,501458.552948
